id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,grade,sub_grade,is_inc_v,accept_d,issue_d,loan_status,term
470362,593813,21000,21000,20850.0,8.94%,667.21,A,A5,True,21-12-2009,30-12-2009,Fully Paid,36months
470418,593735,25000,25000,24925.0,11.83%,828.35,B,B3,True,23-12-2009,29-12-2009,Fully Paid,36months
470428,593751,6000,6000,5850.0,11.14%,196.83,B,B1,False,21-12-2009,23-12-2009,Fully Paid,36months
470433,593762,15000,15000,14925.0,11.48%,494.53,B,B2,False,22-12-2009,30-12-2009,Fully Paid,36months
470455,593900,3000,3000,3000.0,19.13%,110.17,F,F4,False,21-12-2009,28-12-2009,Fully Paid,36months
470462,593913,23000,23000,22875.0,11.83%,762.08,B,B3,True,21-12-2009,24-12-2009,Fully Paid,36months
470560,594181,9000,9000,8950.0,12.87%,302.7,C,C1,False,22-12-2009,29-12-2009,Fully Paid,36months
470561,594186,5000,5000,5000.0,14.26%,171.53,C,C5,False,22-12-2009,29-12-2009,Fully Paid,36months
470562,594013,20000,20000,20000.0,14.26%,686.12,C,C5,True,21-12-2009,28-12-2009,Fully Paid,36months
470612,594113,24000,24000,23875.0,11.83%,795.22,B,B3,True,21-12-2009,24-12-2009,Fully Paid,36months
470697,594248,16000,16000,15895.89,11.48%,527.5,B,B2,False,22-12-2009,28-12-2009,Fully Paid,36months
470703,594257,5000,5000,5000.0,7.74%,156.1,A,A3,False,22-12-2009,28-12-2009,Fully Paid,36months
470742,594375,5000,5000,5000.0,7.40%,155.3,A,A2,False,23-12-2009,28-12-2009,Fully Paid,36months
470762,594313,23000,23000,23000.0,12.18%,765.9,B,B4,True,22-12-2009,24-12-2009,Fully Paid,36months
470812,594413,21000,21000,21000.0,11.48%,692.34,B,B2,True,22-12-2009,24-12-2009,Fully Paid,36months
470867,594410,4750,4750,4729.948592,15.65%,166.19,D,D4,False,11-01-2010,14-01-2010,Fully Paid,36months
470869,594464,8750,8750,8700.0,7.74%,273.17,A,A3,False,22-12-2009,28-12-2009,Fully Paid,36months
470900,594613,3000,3000,2990.56,12.87%,100.9,C,C1,False,23-12-2009,28-12-2009,Fully Paid,36months
470907,594623,13000,13000,11836.01476,15.31%,452.6,D,D3,False,23-12-2009,29-12-2009,Fully Paid,36months
470912,594513,24000,24000,24000.0,14.96%,831.48,D,D2,True,22-12-2009,28-12-2009,Fully Paid,36months
470962,594563,20000,20000,20000.0,11.48%,659.37,B,B2,True,22-12-2009,28-12-2009,Fully Paid,36months
471013,594630,7500,7500,7450.0,8.94%,238.29,A,A5,False,04-01-2010,07-01-2010,Fully Paid,36months
471030,594658,24000,24000,23875.0,11.83%,795.22,B,B3,False,22-12-2009,28-12-2009,Fully Paid,36months
471032,594659,12000,12000,11950.0,8.59%,379.33,A,A4,False,22-12-2009,28-12-2009,Fully Paid,36months
471052,594690,20000,20000,19579.13,12.53%,669.33,B,B5,False,30-12-2009,13-01-2010,Charged Off,36months
471062,594703,5000,5000,4995.9,12.18%,166.5,B,B4,False,22-12-2009,28-12-2009,Fully Paid,36months
471113,594714,10000,10000,9875.0,8.59%,316.11,A,A4,False,23-12-2009,29-12-2009,Charged Off,36months
471129,594764,10000,10000,9925.0,13.57%,339.69,C,C3,False,23-12-2009,29-12-2009,Fully Paid,36months
471162,594821,20000,20000,19936.00876,14.26%,686.12,C,C5,True,23-12-2009,04-01-2010,Fully Paid,36months
471174,594840,7500,7500,7475.0,7.05%,231.75,A,A1,False,27-12-2009,04-01-2010,Fully Paid,36months
471184,594856,14000,14000,13870.91,12.87%,470.87,C,C1,False,23-12-2009,04-01-2010,Fully Paid,36months
471186,594858,2500,2500,2495.9,12.18%,83.25,B,B4,False,23-12-2009,28-12-2009,Fully Paid,36months
471207,594943,15000,15000,14825.0,11.14%,492.06,B,B1,False,23-12-2009,29-12-2009,Fully Paid,36months
471212,594863,22000,22000,21950.0,11.83%,728.95,B,B3,True,23-12-2009,29-12-2009,Fully Paid,36months
471262,594963,23000,23000,22975.0,11.83%,762.08,B,B3,False,23-12-2009,28-12-2009,Fully Paid,36months
471313,594948,12800,12800,12700.0,8.94%,406.68,A,A5,True,23-12-2009,28-12-2009,Fully Paid,36months
471342,595051,20000,20000,19975.00126,13.85%,682.08,C,C4,True,25-01-2010,31-01-2010,Fully Paid,36months
471358,595082,9000,9000,8850.0,7.05%,278.1,A,A1,False,28-12-2009,31-12-2009,Fully Paid,36months
471360,595085,11500,11500,8320.26,7.05%,355.35,A,A1,False,04-01-2010,08-01-2010,Fully Paid,36months
471362,595087,2450,2450,2450.0,11.48%,80.78,B,B2,True,23-12-2009,28-12-2009,Fully Paid,36months
471366,595091,10000,10000,9900.0,12.87%,336.34,C,C1,False,24-12-2009,31-12-2009,Fully Paid,36months
471369,595095,21000,21000,20899.99614,13.22%,709.82,C,C2,False,31-12-2009,11-01-2010,Fully Paid,36months
471391,595223,12000,12000,11900.0,8.94%,381.26,A,A5,False,23-12-2009,29-12-2009,Fully Paid,36months
471412,595113,21000,21000,20950.0,14.26%,720.43,C,C5,False,23-12-2009,28-12-2009,Fully Paid,36months
471462,595163,24000,24000,23950.0,11.83%,795.22,B,B3,False,23-12-2009,28-12-2009,Fully Paid,36months
471512,595264,1000,1000,1000.0,8.94%,31.78,A,A5,False,24-12-2009,31-12-2009,Fully Paid,36months
471517,595301,18000,18000,16889.84,8.94%,571.89,A,A5,False,24-12-2009,30-12-2009,Fully Paid,36months
471526,595317,4000,4000,3950.0,12.87%,134.54,C,C1,False,24-12-2009,29-12-2009,Charged Off,36months
471543,595343,16000,16000,12745.26,7.05%,494.4,A,A1,False,24-12-2009,29-12-2009,Fully Paid,36months
471556,595361,20000,20000,19371.75928,11.48%,659.37,B,B2,False,28-12-2009,05-01-2010,Fully Paid,36months
471567,595379,10000,10000,9625.0,11.14%,328.04,B,B1,False,25-12-2009,04-01-2010,Fully Paid,36months
471580,595401,2500,2500,2475.0,11.83%,82.84,B,B3,False,26-12-2009,30-12-2009,Fully Paid,36months
471601,595549,6000,6000,5875.0,11.48%,197.82,B,B2,False,31-12-2009,06-01-2010,Fully Paid,36months
471603,589179,13750,13750,12915.11553,16.70%,488.15,E,E2,False,28-12-2009,06-01-2010,Fully Paid,36months
471606,595553,9000,9000,8875.0,8.94%,285.95,A,A5,False,03-01-2010,11-01-2010,Fully Paid,36months
471662,595463,24000,24000,23950.0,12.18%,799.2,B,B4,False,24-12-2009,28-12-2009,Fully Paid,36months
471712,595563,21000,21000,20950.0,11.48%,692.34,B,B2,False,24-12-2009,28-12-2009,Fully Paid,36months
471762,595613,21000,21000,20925.0,14.26%,720.43,C,C5,False,24-12-2009,29-12-2009,Fully Paid,36months
471831,595710,10000,10000,9900.0,11.14%,328.04,B,B1,False,25-12-2009,31-12-2009,Fully Paid,36months
471847,595786,2500,2500,2425.0,12.53%,83.67,B,B5,False,25-12-2009,30-12-2009,Fully Paid,36months
471850,595791,2500,2500,2475.0,13.57%,84.93,C,C3,False,25-12-2009,29-12-2009,Charged Off,36months
471862,595713,24000,24000,23975.0,11.83%,795.22,B,B3,False,24-12-2009,28-12-2009,Fully Paid,36months
471912,595813,21500,21500,21425.0,11.83%,712.38,B,B3,False,25-12-2009,30-12-2009,Fully Paid,36months
471913,595814,22800,22800,22750.0,11.83%,755.46,B,B3,False,25-12-2009,29-12-2009,Fully Paid,36months
472016,595922,17500,17500,17025.0,11.83%,579.85,B,B3,False,29-12-2009,07-01-2010,Fully Paid,36months
472062,595963,23600,23600,23525.0,14.96%,817.63,D,D2,False,25-12-2009,29-12-2009,Fully Paid,36months
472112,596013,24500,24500,24450.0,11.83%,811.79,B,B3,False,25-12-2009,29-12-2009,Fully Paid,36months
472163,596114,15250,15250,14970.26063,12.53%,510.37,B,B5,False,27-12-2009,04-01-2010,Fully Paid,36months
472168,596123,10000,10000,9975.0,11.14%,328.04,B,B1,False,26-12-2009,31-12-2009,Fully Paid,36months
472179,596142,15000,15000,14975.0,9.88%,483.16,B,B1,False,30-01-2010,09-02-2010,Fully Paid,36months
472180,596143,16000,16000,15875.0,7.05%,494.4,A,A1,False,30-12-2009,06-01-2010,Fully Paid,36months
472197,596175,10000,10000,9970.78,12.53%,334.67,B,B5,False,26-12-2009,04-01-2010,Fully Paid,36months
472212,596213,21000,21000,20725.0,11.83%,695.82,B,B3,False,26-12-2009,04-01-2010,Fully Paid,36months
472213,596214,20800,20800,20775.0,11.48%,685.75,B,B2,False,26-12-2009,30-12-2009,Fully Paid,36months
472214,596215,22600,22600,21865.33,14.96%,782.98,D,D2,False,26-12-2009,30-12-2009,Fully Paid,36months
472215,596216,24000,24000,23950.0,11.83%,795.22,B,B3,False,26-12-2009,30-12-2009,Fully Paid,36months
472303,596319,7000,7000,7000.0,12.87%,235.44,C,C1,True,26-12-2009,30-12-2009,Fully Paid,36months
472309,596325,11000,11000,10800.54,15.33%,383.12,D,D3,False,22-02-2010,02-03-2010,Late (31-120 days),36months
472332,596364,5000,5000,4925.0,16.00%,175.79,D,D5,False,26-12-2009,30-12-2009,Charged Off,36months
472349,596394,20000,20000,19264.95,10.25%,647.7,B,B2,False,30-01-2010,11-02-2010,Fully Paid,36months
472358,596421,4400,4400,4375.0,12.53%,147.26,B,B5,False,27-12-2009,31-12-2009,Fully Paid,36months
472362,596463,20800,20800,20800.0,11.83%,689.19,B,B3,False,27-12-2009,30-12-2009,Fully Paid,36months
472363,596464,21600,21600,21600.0,11.48%,712.12,B,B2,False,27-12-2009,30-12-2009,Fully Paid,36months
472364,596465,23500,23500,21501.46,14.96%,814.16,D,D2,False,27-12-2009,30-12-2009,Fully Paid,36months
472365,596466,24100,24100,24070.77,11.83%,798.53,B,B3,False,27-12-2009,31-12-2009,Fully Paid,36months
472421,596444,3000,3000,2950.0,11.83%,99.41,B,B3,False,27-12-2009,30-12-2009,Fully Paid,36months
472428,596456,13750,13750,13538.83,11.36%,452.53,B,B5,False,27-02-2010,09-03-2010,Fully Paid,36months
472433,596515,11500,11500,11475.0,13.22%,388.71,C,C2,False,27-12-2009,31-12-2009,Fully Paid,36months
472454,596560,10000,10000,9970.78,13.22%,338.01,C,C2,False,27-12-2009,06-01-2010,Fully Paid,36months
472483,596610,19000,19000,19000.0,7.05%,587.1,A,A1,True,01-01-2010,11-01-2010,Charged Off,36months
472505,596653,8000,8000,7925.0,7.40%,248.48,A,A2,False,29-12-2009,06-01-2010,Fully Paid,36months
472516,596668,25000,25000,24725.0,11.83%,828.35,B,B3,False,28-12-2009,04-01-2010,Fully Paid,36months
472523,596692,7000,7000,6953.55,12.18%,233.1,B,B4,False,28-12-2009,31-12-2009,Charged Off,36months
472531,596720,12000,12000,11750.0,11.14%,393.65,B,B1,False,28-12-2009,04-01-2010,Fully Paid,36months
472537,596728,9250,9250,8995.78,12.53%,309.57,B,B5,False,28-12-2009,04-01-2010,Fully Paid,36months
472551,596744,12800,12800,12775.0,12.73%,429.65,C,C1,False,16-02-2010,28-02-2010,Fully Paid,36months
472554,596748,10000,10000,9964.563601,14.61%,344.76,D,D1,True,09-01-2010,14-01-2010,Fully Paid,36months
472555,596749,16000,16000,15350.0,14.96%,554.32,D,D2,False,30-12-2009,11-01-2010,Fully Paid,36months
472572,596769,10000,10000,9825.0,11.48%,329.69,B,B2,False,04-01-2010,13-01-2010,Fully Paid,36months
472601,596810,25000,25000,24875.0,10.99%,818.38,B,B4,False,10-02-2010,23-02-2010,Fully Paid,36months
472631,596854,1500,1500,1500.0,12.87%,50.45,C,C1,False,28-12-2009,08-01-2010,Fully Paid,36months
472634,596856,7500,7500,7350.0,7.05%,231.75,A,A1,False,28-12-2009,31-12-2009,Charged Off,36months
472636,596860,8000,8000,7950.0,7.05%,247.2,A,A1,False,08-01-2010,12-01-2010,Fully Paid,36months
472637,596861,8700,8700,8550.0,7.05%,268.83,A,A1,False,28-12-2009,31-12-2009,Fully Paid,36months
472645,596876,15000,15000,14574.99821,12.87%,504.5,C,C1,False,28-12-2009,05-01-2010,Fully Paid,36months
472668,596912,24000,24000,22743.35081,17.74%,864.51,E,E5,True,28-12-2009,05-01-2010,Fully Paid,36months
472717,596919,8000,8000,7670.140237,11.14%,262.43,B,B1,False,29-12-2009,04-01-2010,Fully Paid,36months
472722,596925,6250,6250,6000.0,12.87%,210.21,C,C1,False,28-12-2009,11-01-2010,Fully Paid,36months
472730,596935,10000,10000,9400.0,15.31%,348.16,D,D3,False,28-12-2009,07-01-2010,Fully Paid,36months
472744,596953,1000,1000,1000.0,7.40%,31.06,A,A2,False,28-12-2009,31-12-2009,Fully Paid,36months
472753,596965,5000,5000,4700.001627,12.18%,166.5,B,B4,False,30-12-2009,05-01-2010,Fully Paid,36months
472760,596975,1000,1000,950.0,11.14%,32.81,B,B1,False,28-12-2009,04-01-2010,Fully Paid,36months
472781,597006,13250,13250,12506.17439,11.83%,439.03,B,B3,False,29-12-2009,05-01-2010,Fully Paid,36months
472788,597012,15000,15000,14150.0,16.35%,529.94,E,E1,False,28-12-2009,06-01-2010,Fully Paid,36months
472791,597066,18000,18000,17645.90231,12.87%,605.4,C,C1,True,28-12-2009,07-01-2010,Fully Paid,36months
472795,597079,7500,7500,7500.0,14.84%,259.41,D,D1,False,07-07-2010,14-07-2010,Fully Paid,36months
472802,597087,1500,1500,1500.0,13.22%,50.71,C,C2,False,29-12-2009,05-01-2010,Fully Paid,36months
472809,597097,5000,5000,4950.0,15.31%,174.08,D,D3,False,02-01-2010,07-01-2010,Fully Paid,36months
472811,597101,10000,10000,10000.0,13.85%,341.04,C,C4,False,28-01-2010,03-02-2010,Fully Paid,36months
472830,597129,25000,25000,24824.9996,12.53%,836.66,B,B5,False,31-12-2009,07-01-2010,Fully Paid,36months
472837,597142,10000,10000,9800.0,8.94%,317.72,A,A5,False,28-12-2009,04-01-2010,Fully Paid,36months
472877,597268,18000,18000,16765.22,8.94%,571.89,A,A5,False,02-01-2010,12-01-2010,Fully Paid,36months
472894,597307,17400,17400,17400.0,16.07%,612.38,D,D5,False,04-02-2010,16-02-2010,Fully Paid,36months
472908,597329,25000,25000,24525.0,11.83%,828.35,B,B3,True,29-12-2009,07-01-2010,Fully Paid,36months
472921,597348,16000,16000,15340.45163,12.18%,532.8,B,B4,False,29-12-2009,06-01-2010,Fully Paid,36months
472931,597361,20000,20000,19125.0,17.39%,716.95,E,E4,True,29-12-2009,05-01-2010,Fully Paid,36months
472938,597368,10000,10000,9601.75,12.18%,333.0,B,B4,False,29-12-2009,07-01-2010,Charged Off,36months
472982,597438,25000,25000,24900.0,16.35%,883.23,E,E1,False,31-12-2009,12-01-2010,Charged Off,36months
472986,597445,14000,14000,14000.0,17.74%,504.3,E,E5,False,09-01-2010,15-01-2010,Fully Paid,36months
472989,597451,4000,4000,3975.0,12.18%,133.2,B,B4,False,29-12-2009,05-01-2010,Charged Off,36months
473007,597470,8800,8800,8275.0,14.96%,304.88,D,D2,False,29-12-2009,05-01-2010,Fully Paid,36months
473015,597488,6000,6000,5975.0,16.07%,211.17,D,D5,False,28-01-2010,31-01-2010,Fully Paid,36months
473022,597501,11000,11000,10424.99614,14.26%,377.37,C,C5,False,30-12-2009,07-01-2010,Fully Paid,36months
473024,597508,24000,24000,23575.0,11.83%,795.22,B,B3,False,29-12-2009,07-01-2010,Fully Paid,36months
473028,597504,9500,9500,9300.0,8.94%,301.83,A,A5,False,29-12-2009,04-01-2010,Fully Paid,36months
473071,597567,3500,3500,3275.0,11.14%,114.82,B,B1,False,30-12-2009,05-01-2010,Fully Paid,36months
473083,597588,5600,5600,5575.0,8.94%,177.93,A,A5,False,29-12-2009,11-01-2010,Fully Paid,36months
473085,597595,8000,8000,7549.998495,11.14%,262.43,B,B1,False,29-12-2009,08-01-2010,Fully Paid,36months
473133,597727,25000,25000,23951.06116,15.31%,870.39,D,D3,False,30-12-2009,11-01-2010,Fully Paid,36months
473161,597774,6000,6000,5975.0,7.40%,186.36,A,A2,False,31-12-2009,06-01-2010,Fully Paid,36months
473163,597778,15000,15000,12432.69939,19.13%,550.81,F,F4,False,30-12-2009,06-01-2010,Fully Paid,36months
473166,597781,3500,3500,3275.0,12.18%,116.55,B,B4,False,30-12-2009,07-01-2010,Charged Off,36months
473168,597783,15000,15000,13924.59892,16.00%,527.36,D,D5,False,30-12-2009,07-01-2010,Fully Paid,36months
473179,597802,10200,10200,10125.0,12.73%,342.38,C,C1,True,29-01-2010,05-02-2010,Fully Paid,36months
473198,597880,10000,10000,9794.75,7.74%,312.19,A,A3,False,30-12-2009,05-01-2010,Fully Paid,36months
473203,597891,7000,7000,6900.0,7.40%,217.42,A,A2,False,30-12-2009,07-01-2010,Fully Paid,36months
473229,597939,10000,10000,9728.71,7.74%,312.19,A,A3,False,30-12-2009,15-01-2010,Fully Paid,36months
473236,597950,8000,8000,7875.0,11.48%,263.75,B,B2,False,05-01-2010,11-01-2010,Fully Paid,36months
473276,598017,8000,8000,7875.0,8.59%,252.89,A,A4,False,30-12-2009,05-01-2010,Fully Paid,36months
473333,598106,17500,17500,17125.0,11.48%,576.95,B,B2,False,30-12-2009,11-01-2010,Fully Paid,36months
473338,598116,8000,8000,7600.0,13.57%,271.75,C,C3,False,30-12-2009,06-01-2010,Fully Paid,36months
473342,598124,4000,4000,3320.472558,16.00%,140.63,D,D5,False,30-12-2009,05-01-2010,Fully Paid,36months
473344,598126,25000,25000,24375.35438,11.83%,828.35,B,B3,False,31-12-2009,11-01-2010,Fully Paid,36months
473367,598172,1750,1750,1750.0,11.83%,57.99,B,B3,False,31-12-2009,06-01-2010,Fully Paid,36months
473378,598227,8000,8000,7925.0,11.14%,262.43,B,B1,False,02-01-2010,08-01-2010,Fully Paid,36months
473381,598232,9000,9000,8950.001473,13.22%,304.21,C,C2,False,31-12-2009,05-01-2010,Fully Paid,36months
473383,598237,25000,25000,24477.81163,12.18%,832.5,B,B4,False,31-12-2009,20-01-2010,Fully Paid,36months
473386,598243,1000,1000,1000.0,7.40%,31.06,A,A2,False,31-12-2009,13-01-2010,Fully Paid,36months
473390,598252,24250,24250,24049.99734,12.18%,807.53,B,B4,False,31-12-2009,12-01-2010,Fully Paid,36months
473403,598275,6400,6400,6349.995854,15.65%,223.92,D,D4,False,31-12-2009,07-01-2010,Charged Off,36months
473404,593603,25000,25000,24774.99973,12.87%,840.83,C,C1,False,31-12-2009,12-01-2010,Fully Paid,36months
473413,598290,6000,6000,5900.0,8.59%,189.67,A,A4,False,31-12-2009,05-01-2010,Fully Paid,36months
473442,598340,15000,15000,14925.0,12.18%,499.5,B,B4,False,01-01-2010,07-01-2010,Fully Paid,36months
473447,598347,10000,10000,9800.0,8.94%,317.72,A,A5,True,31-12-2009,12-01-2010,Fully Paid,36months
473462,598379,1000,1000,1000.0,14.26%,34.31,C,C5,False,31-12-2009,08-01-2010,Fully Paid,36months
473481,598410,6000,6000,5950.000719,15.31%,208.9,D,D3,False,31-12-2009,06-01-2010,Fully Paid,36months
473486,598415,24000,24000,23583.43473,17.39%,860.34,E,E4,True,31-12-2009,14-01-2010,Fully Paid,36months
473488,598418,10000,10000,9875.0,12.53%,334.67,B,B5,True,31-12-2009,06-01-2010,Fully Paid,36months
473497,598446,6000,6000,5850.0,8.94%,190.63,A,A5,False,31-12-2009,06-01-2010,Fully Paid,36months
473521,598510,10000,10000,9625.209021,8.94%,317.72,A,A5,False,01-01-2010,07-01-2010,Fully Paid,36months
473528,598519,3000,3000,2850.0,11.83%,99.41,B,B3,False,01-01-2010,06-01-2010,Charged Off,36months
473535,598544,6000,6000,6000.0,10.25%,194.31,B,B2,False,08-02-2010,16-02-2010,Fully Paid,36months
473569,598635,8400,8400,8050.498944,8.94%,266.89,A,A5,False,01-01-2010,07-01-2010,Fully Paid,36months
473578,598655,20000,20000,19874.99744,13.22%,676.02,C,C2,False,01-01-2010,08-01-2010,Fully Paid,36months
473580,598657,15000,15000,14874.99628,14.26%,514.59,C,C5,False,01-01-2010,08-01-2010,Fully Paid,36months
473626,598738,10000,10000,9487.75,11.83%,331.34,B,B3,False,08-01-2010,20-01-2010,Fully Paid,36months
473637,598458,10600,10600,10550.0,12.18%,352.98,B,B4,False,02-01-2010,13-01-2010,Fully Paid,36months
473653,598779,2500,2500,2450.0,11.83%,82.84,B,B3,False,02-01-2010,11-01-2010,Fully Paid,36months
473657,598792,7500,7500,7500.0,11.36%,246.84,B,B5,False,25-01-2010,28-01-2010,Fully Paid,36months
473661,598797,13000,13000,12975.0,11.48%,428.59,B,B2,False,02-01-2010,11-01-2010,Charged Off,36months
473665,598805,20000,20000,19950.0,12.53%,669.33,B,B5,False,02-01-2010,08-01-2010,Fully Paid,36months
473684,598842,9000,9000,8850.0,14.96%,311.82,D,D2,False,08-04-2010,14-04-2010,Fully Paid,36months
473686,598844,20000,20000,19925.0,13.92%,682.74,C,C4,False,02-01-2010,11-01-2010,Fully Paid,36months
473701,598884,4625,4625,4625.0,10.62%,150.59,B,B3,False,20-02-2010,24-02-2010,Fully Paid,36months
473709,256568,8500,8500,8029.17,11.83%,281.64,B,B3,False,02-01-2010,06-01-2010,Fully Paid,36months
473710,598898,7400,7400,7375.0,15.65%,258.9,D,D4,False,02-01-2010,06-01-2010,Fully Paid,36months
473722,598917,10000,10000,9900.0,10.25%,323.85,B,B2,False,19-02-2010,28-02-2010,Fully Paid,36months
473725,598927,6000,6000,6000.0,11.14%,196.83,B,B1,False,02-01-2010,06-01-2010,Fully Paid,36months
473726,598928,8000,8000,8000.0,11.83%,265.08,B,B3,False,06-01-2010,11-01-2010,Fully Paid,36months
473745,598970,3500,3500,3500.0,11.83%,115.97,B,B3,False,02-01-2010,05-01-2010,Charged Off,36months
473762,599018,4800,4800,4800.0,16.70%,170.41,E,E2,False,03-01-2010,06-01-2010,Fully Paid,36months
473781,599052,6500,6500,6475.0,7.74%,202.93,A,A3,False,03-01-2010,07-01-2010,Fully Paid,36months
473807,599104,4500,4500,4450.0,11.14%,147.62,B,B1,False,03-01-2010,07-01-2010,Fully Paid,36months
473814,599115,24000,24000,23664.5,10.25%,777.24,B,B2,False,22-01-2010,28-01-2010,Fully Paid,36months
473818,599120,10000,10000,9975.0,8.59%,316.11,A,A4,False,03-01-2010,11-01-2010,Fully Paid,36months
473822,599129,14500,14500,13089.97,8.94%,460.69,A,A5,False,12-01-2010,26-01-2010,Fully Paid,36months
473825,599134,6000,6000,6000.0,8.59%,189.67,A,A4,True,03-01-2010,08-01-2010,Fully Paid,36months
473831,599144,4500,4500,4400.0,7.74%,140.49,A,A3,False,09-01-2010,13-01-2010,Fully Paid,36months
473841,599161,9000,9000,8975.0,16.00%,316.42,D,D5,False,03-01-2010,05-01-2010,Fully Paid,36months
473843,599166,10000,10000,9975.0,17.39%,358.48,E,E4,False,03-01-2010,07-01-2010,Fully Paid,36months
473847,599171,20000,20000,18990.22,14.61%,689.51,D,D1,False,03-01-2010,13-01-2010,Charged Off,36months
473872,599220,24000,24000,23925.0,18.43%,872.88,F,F2,True,04-01-2010,15-01-2010,Charged Off,36months
473875,599225,15000,15000,14975.0,13.57%,509.53,C,C3,False,03-01-2010,21-01-2010,Fully Paid,36months
473891,599266,4000,4000,4000.0,8.59%,126.45,A,A4,False,05-01-2010,07-01-2010,Fully Paid,36months
473896,599276,5000,5000,4950.0,11.83%,165.67,B,B3,False,04-01-2010,12-01-2010,Fully Paid,36months
473923,599313,4800,4800,4775.0,16.70%,170.41,E,E2,False,08-01-2010,21-01-2010,Charged Off,36months
473938,599336,24250,24250,23786.5,12.18%,807.53,B,B4,False,04-01-2010,14-01-2010,Fully Paid,36months
473942,599341,5000,5000,4975.0,7.74%,156.1,A,A3,False,04-01-2010,07-01-2010,Fully Paid,36months
473948,599350,8000,8000,8000.0,14.26%,274.45,C,C5,False,04-01-2010,08-01-2010,Fully Paid,36months
473972,599391,16800,16800,16725.0,11.48%,553.87,B,B2,False,07-01-2010,12-01-2010,Fully Paid,36months
473985,599409,1500,1500,1500.0,11.83%,49.71,B,B3,False,05-01-2010,08-01-2010,Fully Paid,36months
474006,599445,10000,10000,10000.0,12.53%,334.67,B,B5,False,04-01-2010,12-01-2010,Fully Paid,36months
474007,599446,15000,15000,14584.15,11.14%,492.06,B,B1,True,12-01-2010,22-01-2010,Fully Paid,36months
474032,599487,10000,10000,9975.0,15.65%,349.87,D,D4,False,04-01-2010,13-01-2010,Charged Off,36months
474047,599514,13000,13000,12900.0,11.14%,426.45,B,B1,True,10-01-2010,14-01-2010,Fully Paid,36months
474048,599518,21000,21000,20640.03,11.48%,692.34,B,B2,False,19-01-2010,28-01-2010,Fully Paid,36months
474069,599578,3000,3000,2975.0,12.18%,99.9,B,B4,False,04-01-2010,11-01-2010,Fully Paid,36months
474075,599590,8000,8000,7875.0,11.48%,263.75,B,B2,False,07-01-2010,19-01-2010,Fully Paid,36months
474090,599620,11100,11100,11075.0,12.87%,373.33,C,C1,False,04-01-2010,08-01-2010,Fully Paid,36months
474117,599665,15000,15000,14975.0,12.87%,504.5,C,C1,False,04-01-2010,12-01-2010,Fully Paid,36months
474118,599666,21000,21000,20850.0,12.53%,702.8,B,B5,False,04-01-2010,15-01-2010,Fully Paid,36months
474121,599672,8975,8975,8800.0,11.83%,297.38,B,B3,False,04-01-2010,13-01-2010,Fully Paid,36months
474135,599693,24250,24250,24225.0,14.96%,840.15,D,D2,True,07-01-2010,21-01-2010,Fully Paid,36months
474138,599699,23000,23000,22775.0,11.48%,758.28,B,B2,False,05-01-2010,13-01-2010,Fully Paid,36months
474139,599701,3000,3000,3000.0,8.59%,94.84,A,A4,False,11-01-2010,14-01-2010,Fully Paid,36months
474147,599714,4000,4000,4000.0,11.14%,131.22,B,B1,False,15-01-2010,20-01-2010,Fully Paid,36months
474176,599762,8000,8000,8000.0,12.53%,267.74,B,B5,False,05-01-2010,11-01-2010,Fully Paid,36months
474191,599783,5000,5000,4975.0,13.92%,170.69,C,C4,False,05-01-2010,13-01-2010,Fully Paid,36months
474199,599798,11500,11500,11475.0,13.57%,390.64,C,C3,False,05-01-2010,11-01-2010,Fully Paid,36months
474202,599799,2000,2000,2000.0,12.53%,66.94,B,B5,False,05-01-2010,08-01-2010,Fully Paid,36months
474218,599824,20000,20000,19900.0,14.96%,692.93,D,D2,False,28-01-2010,05-02-2010,Fully Paid,36months
474232,599842,15000,15000,14775.0,11.14%,492.06,B,B1,False,05-01-2010,15-01-2010,Charged Off,36months
474235,599846,2800,2800,2800.0,16.00%,98.45,D,D5,False,11-01-2010,14-01-2010,Fully Paid,36months
474247,599861,8525,8525,8425.0,8.59%,269.48,A,A4,False,05-01-2010,08-01-2010,Fully Paid,36months
474251,599865,25000,25000,24738.88,15.65%,874.66,D,D4,False,05-01-2010,13-01-2010,Fully Paid,36months
474256,599871,6500,6500,6500.0,11.83%,215.38,B,B3,False,05-01-2010,08-01-2010,Fully Paid,36months
474259,599876,16800,16800,16800.0,13.92%,573.5,C,C4,True,05-01-2010,15-01-2010,Fully Paid,36months
474294,599919,9000,9000,8975.0,11.48%,296.72,B,B2,False,05-01-2010,11-01-2010,Fully Paid,36months
474298,599923,21600,21600,21036.51,12.18%,719.28,B,B4,False,05-01-2010,22-01-2010,Fully Paid,36months
474300,599924,12000,12000,11875.0,8.59%,379.33,A,A4,False,05-01-2010,12-01-2010,Fully Paid,36months
474309,599939,6000,6000,5900.0,8.94%,190.63,A,A5,False,05-01-2010,19-01-2010,Fully Paid,36months
474330,599964,6000,6000,5975.0,14.61%,206.86,D,D1,False,05-01-2010,07-01-2010,Fully Paid,36months
474337,599973,12000,12000,11975.0,13.92%,409.65,C,C4,False,10-01-2010,26-01-2010,Fully Paid,36months
474345,599985,15000,15000,14975.0,14.26%,514.59,C,C5,True,10-01-2010,14-01-2010,Fully Paid,36months
